movie,recommendation
Song of Freedom,"['The Phantom of the Opera', 'Angel', 'The Nomi Song', 'Carmen Jones', 'Tsotsi']"
Big Fella,"['The Boys Are Back', 'Banana Joe', 'Here Comes Mr. Jordan', 'Joe Somebody', 'Cold Sweat']"
The Taking of Pelham One Two Three,"['The Taking of Pelham 1 2 3', 'Fall Time', 'Nighthawks', 'St. Ives', 'The Exterminator']"
Volunteers,"['Martin Lawrence: You So Crazy', 'The Last Man', 'House Party', 'Dollman', 'The Sheriff and the Satellite Kid']"
JFK,"['Slow Burn', 'Criminal Law', 'Primary', ""Devil's Pond"", 'The Event']"
Who's Harry Crumb?,"['Foul Play', 'Sunset', 'Gorky Park', 'Dragnet', 'Oh Heavenly Dog']"
Harry and the Hendersons,"['Our Hospitality', 'Cat Soup', ""What's Cooking?"", 'Spider Baby', 'Pinocchio']"
Let's Get Harry,"['High Risk', 'True Lies', 'Proof of Life', 'Love at Large', 'Magnum Force']"
Shanghai Surprise,"['Diamond Dogs', 'Firepower', 'The Second Jungle Book: Mowgli & Baloo', 'Goodbye Pork Pie', 'The Bird People in China']"
Who's That Girl,"['Raising Helen', 'My Super Ex-Girlfriend', 'Dummy', 'Anything Else', 'Addicted to Love']"
She-Devil,"['French Twist', 'Empire of Passion', 'Ossessione', 'Afterglow', 'The Man from Elysian Fields']"
Date With an Angel,"['American Wedding', 'Private School', 'Lorna', 'The Man from Snowy River', ""'Neath the Arizona Skies""]"
Blind Date,False
Nadine,"['Waydowntown', 'Easter Parade', 'Calendar', 'Bartleby', 'Welcome to Mooseport']"
The Muppet Movie,"['The Great Muppet Caper', 'The Muppets Take Manhattan', 'The Muppet Musicians of Bremen', ""Emmet Otter's Jug-Band Christmas"", 'Muppets from Space']"
The Great Muppet Caper,"['The Muppet Movie', 'The Muppet Musicians of Bremen', 'The Muppets Take Manhattan', ""Emmet Otter's Jug-Band Christmas"", '11 Harrowhouse']"
The Muppets Take Manhattan,"['The Muppet Movie', 'The Muppet Musicians of Bremen', 'The Great Muppet Caper', ""Emmet Otter's Jug-Band Christmas"", 'Sesame Street Presents Follow That Bird']"
Sesame Street Presents Follow That Bird,"['The Muppet Musicians of Bremen', ""Emmet Otter's Jug-Band Christmas"", 'The Muppets Take Manhattan', ""Sgt. Pepper's Lonely Hearts Club Band"", 'Last Action Hero']"
We're Back! A Dinosaur's Story,"['13B: Fear Has a New Address', 'Harry and Tonto', 'Where the Heart Is', 'All I Want For Christmas', 'The City']"
Baby: Secret of the Lost Legend,"['The Meteor Man', 'The Bear', 'Young Black Stallion', 'Journey to the Center of the Earth', 'Fly Me to the Moon']"
Turtle Diary,"['Twelfth Night', 'Angel', 'Happenstance', 'The Hi-Line', 'Next Stop Wonderland']"
Raise the Titanic,"['Chronicles', 'Spies', 'Morituri', 'Vice Squad', 'Hitman']"
Titanic,False
A Night to Remember,False
Captain Horatio Hornblower R.N.,"['The Man Who Would Be King', 'Beyond the Poseidon Adventure', 'The Guns of Navarone', 'Two Men Went To War', 'Night Crossing']"
The Carriers Are Waiting,"['Aaltra', '28 Up', 'A Woman Is a Woman', 'Kaspar Hauser', 'Esther Kahn']"
Erin Brockovich,"['Raggedy Man', 'Bubble', 'Babymother', 'Deadly Advice', 'Little Boy Blue']"
Final Destination,"['Final Destination 3', 'Final Destination 2', 'Riding the Bullet', 'The Final Destination', 'Faces of Death']"
Soft Fruit,"['Genova', 'Since Otar Left', 'Deadly Advice', 'I Never Sang for My Father', 'The Uninvited']"
Babymother,"[""Virginia's Run"", 'The Uninvited', 'Deadly Advice', 'Light of Day', 'Genova']"
The Bear,"['Two Brothers', 'Young Black Stallion', 'Tarzan', 'The Second Jungle Book: Mowgli & Baloo', 'Doing Time on Maple Drive']"
Impact,"['Condo Painting', 'The Final Cut', 'The Reckless Moment', 'Hellraiser: Hellseeker', 'Goodbye Solo']"
Love Is a Many-Splendored Thing,"['The World of Suzie Wong', 'Indiscretion of an American Wife', 'The Sailor Who Fell from Grace with the Sea', 'Chinese Box', 'The Heart of Me']"
Mirror,"['Joyeux Noël', 'Andrei Rublev', ""Ivan's Childhood"", 'Rules of Engagement', 'Midway']"
The Crimson Pirate,"['Big Shots', 'Captain Horatio Hornblower R.N.', 'Goodbye Pork Pie', 'Year of the Comet', ""VeggieTales: The Pirates Who Don't Do Anything""]"
Thelma & Louise,"['Rabid Dogs', 'The Boys Next Door', ""What Doesn't Kill You"", 'Trouble Bound', 'Red Lights']"
Something For Everyone,"['La Ronde', 'Possible Loves', 'Ong Bak 2', 'A Raisin in the Sun', ""L'eclisse""]"
...And Justice for All,"['The Star Chamber', 'Red Corner', 'Guilty as Sin', 'Night and the City', 'Crossfire']"
Animal House,"['Into the Night', 'The Blues Brothers', 'The Kentucky Fried Movie', 'The Stupids', 'Chilly Scenes of Winter']"
She's Gotta Have It,"['LOL', 'School Daze', 'Three on a Couch', 'Strictly Sexual', 'Heading South']"
School Daze,"['Do the Right Thing', ""Mo' Better Blues"", 'Jungle Fever', ""She's Gotta Have It"", 'Crooklyn']"
Do the Right Thing,"['Jungle Fever', 'School Daze', ""Mo' Better Blues"", 'Summer of Sam', 'Malcolm X']"
Mo' Better Blues,"['Jungle Fever', 'School Daze', 'Do the Right Thing', ""She's Gotta Have It"", 'The Fabulous Baker Boys']"
Jungle Fever,"['Do the Right Thing', ""Mo' Better Blues"", 'School Daze', 'Summer of Sam', 'A Patch of Blue']"
Coogan's Bluff,"['Death Wish', 'The City', 'Noise', 'Mobsters', 'WiseGirls']"
The Champ,False
Creature Comforts,"['A Matter of Loaf and Death', 'A Close Shave', 'The Wrong Trousers', 'A Grand Day Out', 'Cockles and Muscles']"
Death Wish,"['Noise', 'Death Wish 2', 'The Exterminator', 'The City', 'Deuces Wild']"
Death Wish 2,"['Death Wish', 'Death Wish 5: The Face of Death', 'Death Wish 4: The Crackdown', 'Death Wish 3', 'Firepower']"
Death Wish 3,"['Big Fan', 'Misery', 'The Glass Key', 'The Divorcee', 'WiseGirls']"
Death Wish 4: The Crackdown,"['Rent-a-Cop', 'Death Wish 2', 'Desperado', 'Mr. Majestyk', 'Death Wish 5: The Face of Death']"
Death Wish 5: The Face of Death,"['Death Wish 2', 'Death Wish 3', 'Death Wish', 'Death Wish 4: The Crackdown', 'The Line']"
Double Indemnity,"['A Little Trip to Heaven', 'Deathtrap', 'Double Jeopardy', 'The Unsuspected', 'House of Games']"
Dying Young,"['The Velocity of Gary', 'A Cure for Love', ""L'eclisse"", 'The White Sound', 'Jeffrey']"
Cool as Ice,"['The Favor', 'Did You Hear About the Morgans?', 'Rare Birds', 'The Gypsy Moths', 'The Man from Snowy River']"
Teenage Mutant Ninja Turtles,"['Teenage Mutant Ninja Turtles III', 'Teenage Mutant Ninja Turtles II: The Secret of the Ooze', 'Dead Fury', 'Journey to the Center of the Earth', '101 Dalmatians']"
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"['Teenage Mutant Ninja Turtles', 'Teenage Mutant Ninja Turtles III', 'TMNT', 'Turtles Forever', 'Surf Ninjas']"
Teenage Mutant Ninja Turtles III,"['Teenage Mutant Ninja Turtles', 'Teenage Mutant Ninja Turtles II: The Secret of the Ooze', 'Yu-Gi-Oh! The Movie', 'Cat Soup', 'Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack']"
Red Dawn,"['The Substitute', 'Late Bloomers', 'Light It Up', 'The Curiosity of Chance', 'The Final']"
Band of the Hand,"['Miami Vice', 'The Line', 'Death Wish', ""What Doesn't Kill You"", 'Pistol Whipped']"
Born American,"['Hostile Intentions', 'Idiot Box', 'Something Wild', 'White Nights', 'They Came to Cordura']"
Bloodsport,"['The Quest', 'Five Fingers of Death', 'Wake of Death', 'Second In Command', 'Fearless']"
Eyes of Laura Mars,"['The Last Horror Movie', 'The Dunwich Horror', 'Deep Red', 'Nightwatch', ""Child's Play""]"
Funny Bones,"['You Light Up My Life', 'The Patsy', 'Pauly Shore Is Dead', 'Star Maps', ""Fathers' Day""]"
The Good Earth,"['Good Men, Good Women', 'Sweet Land', 'The Plague Dogs', 'Romulus, My Father', 'City By The Sea']"
"Good Morning, Vietnam","['The Life and Death of Colonel Blimp', 'Hamburger Hill', 'When the Wind Blows', 'The Secret of Santa Vittoria', 'House of Fools']"
The Good Mother,"['Home for the Holidays', 'Valmont', 'Dangerous Liaisons', 'Fool for Love', 'Come and Get It']"
Grumpy Old Men,"['Grumpier Old Men', 'Children on Their Birthdays', 'I Think I Do', 'Magic', 'The Black Orchid']"
Guess Who's Coming to Dinner,"['I Think I Do', 'Crush', 'A Foreign Affair', 'French Cancan', 'State of the Union']"
Romeo Must Die,"['Love, Honour and Obey', 'Kiss of the Dragon', 'Wake of Death', 'Cradle 2 the Grave', 'Exit Wounds']"
Here On Earth,"['House Party', 'House Party 2', 'The Nanny Diaries', 'Tropical Malady', 'Swept Away']"
Whatever It Takes,"['Trans', 'Summer Catch', 'Up in the Air', 'Ryan', 'The Naked Spur']"
Buddy Boy,"['Foreign Land', 'A Summer Place', 'Four Last Songs', 'Firelight', 'Divine Secrets of the Ya-Ya Sisterhood']"
The Color of Paradise,"[""Fathers' Day"", 'A Night in the Life of Jimmy Reardon', 'To The Other Side', 'My Father the Hero', 'On Golden Pond']"
Waking the Dead,"['Dedication', 'Kal Ho Naa Ho', 'Possible Loves', 'Allegro', 'Jeanne and the Perfect Guy']"
Blood and Sand,False
Gothic,"['Rowing with the Wind', 'Party Girl', 'What Price Hollywood?', 'Frankenstein Unbound', 'The Night of the Shooting Stars']"
Hillbillys in a Haunted House,"['The Amityville Curse', 'Home Alone 3', 'King of the Zombies', 'Dolls', 'The Road to Hong Kong']"
Lord of the Flies,False
Modern Times,"['The Idle Class', 'The Immigrant', 'The Adventurer', 'The Pilgrim', 'The Gold Rush']"
National Lampoon's Last Resort,"['Mediterraneo', 'Heaven Knows, Mr. Allison', 'Maybe Baby', 'I Am Sam', 'White Shadows in the South Seas']"
Solar Crisis,"['Children of the Damned', 'Repo Men', 'The Strange Case of Dr. Jekyll and Mr. Hyde', 'Red Planet', 'The Art of Travel']"
That's Life!,"['S.O.B.', 'French Cancan', 'Victor/Victoria', 'Son of the Pink Panther', 'Skin Deep']"
Heart and Souls,"['The Fantasticks', 'Two of a Kind', 'French Cancan', 'A Summer Place', 'Down to Earth']"
Hud,"['Ong Bak 2', 'Left Behind III: World at War', 'Bad Company', 'Do You Remember Dolly Bell?', 'Along the Ridge']"
The Hustler,"['The Color of Money', 'Life as a House', 'The Cincinnati Kid', 'Force of Evil', 'Impulse']"
Inherit the Wind,"['Judgment at Nuremberg', 'The Crucible', 'Cyrano de Bergerac', 'The Man Who Shot Liberty Valance', 'Miss Julie']"
Dersu Uzala,"['The Contractor', 'The Amazing Panda Adventure', 'All the Little Animals', 'Running Scared', 'Eden Log']"
Close Encounters of the Third Kind,"['Communion', 'Last Man Standing', 'Family Plot', 'Absence of Malice', 'Brother John']"
The City of the Dead,"['The Blue Light', 'How the Grinch Stole Christmas!', 'Undead', 'The Plague of the Zombies', 'Jungle Book']"
Jonah Who Will Be 25 in the Year 2000,"['Ménage', 'Which Way Is Up?', 'Dry Cleaning', 'The Children of Leningradsky', 'JLG/JLG: Self-Portrait in December']"
Retroactive,"['Black Ice', 'Asylum', 'The Undead', 'The Dark Hours', 'Carnosaur 2']"
A Place in the Sun,"[""L'eclisse"", 'Ruby Gentry', 'Happenstance', 'La Ronde', 'The Hi-Line']"
Jacob's Ladder,"['House of Fools', 'The Story of G.I. Joe', 'Combat Shock', 'Rules of Engagement', 'Casualties of War']"
Empire Records,"['Dangan Runner', 'Pennies from Heaven', 'Be Kind Rewind', 'The Devil and Miss Jones', 'Good Dick']"
La Bamba,"['Sweet Dreams', 'Glitter', 'The Idolmaker', 'The Eddy Duchin Story', 'Love Me or Leave Me']"
Ladyhawke,"['Greystoke: The Legend of Tarzan, Lord of the Apes', 'Dangerous Liaisons', 'Red Road', 'Les Dames du Bois de Boulogne', 'Last Year at Marienbad']"
Lucas,"['Children on Their Birthdays', 'Fourteen Sucks', 'Jersey Girl', 'A Little Romance', 'The Boxer']"
High Fidelity,"['The Price of Milk', 'Micki & Maude', 'The Housekeeper', 'Walking and Talking', 'Tune in Tomorrow...']"
The Road to El Dorado,"['TMNT', 'When the Levees Broke: A Requiem in Four Acts', 'The Waiting Game', 'The Twelve Tasks of Asterix', 'Bee Movie']"
The Skulls,"['In Too Deep', 'The Spanish Prisoner', 'The Crimson Rivers', 'Jimmy and Judy', 'Taboo']"
Autopsy,"['Nightwatch', 'The Dunwich Horror', 'Link', 'Sunshine', 'The Last Winter']"
Devil Girl from Mars,"['Men in Black', 'Teenagers from Outer Space', 'The Wild Blue Yonder', 'The Hitch Hikers Guide to the Galaxy', 'This Island Earth']"
El Dorado,"['Rio Bravo', 'Leila', 'Chisum', 'The Sheriff and the Satellite Kid', 'Lawless Range']"
The Hideous Sun Demon,"['X: The Unknown', 'The Man from Planet X', 'Altered States', 'Eden Log', 'Gamera vs. Gyaos']"
Hook,"['Peter Pan', 'Peter Pan', 'Next of Kin', 'Peter Pan', 'Peter-No-Tail']"
Horror Express,"['The Gorgon', 'The House That Dripped Blood', 'The Curse of Frankenstein', 'In The Winter Dark', 'Shriek of the Mutilated']"
My Chauffeur,"['Moment by Moment', 'Happenstance', 'Blonde Ambition', ""Nina's Heavenly Delights"", 'The Shrink Is In']"
The Son of the Sheik,"['The Sheik', 'The Sum of Us', 'Sunflower', 'CRAZY', 'Cinderella Liberty']"
Torso,"['The Toolbox Murders', 'Nightwatch', 'The Flock', 'Book of Shadows: Blair Witch 2', 'Gossip']"
True Grit,"['Rooster Cogburn', 'The Sons of Katie Elder', 'Five Wives, Three Secretaries and Me', 'Ong Bak 2', 'Red Road']"
Roadside Prophets,"['Pushing Tin', 'Meet John Doe', 'The Trip', 'The Big Empty', 'Joe Dirt']"
Madame Sousatzka,"['Pennies from Heaven', 'Four Minutes', ""The Emperor's Club"", 'Skins', 'Vitus']"
Max Dugan Returns,"['Possible Loves', 'Julien Donkey-Boy', 'The Butterfly', 'I Never Sang for My Father', 'The Inheritance']"
Midnight Express,"['South Central', 'Murder in the First', 'Last Dance', 'American Me', 'Bronson']"
Misery,"['Death Wish 3', 'Big Fan', 'The Glass Key', 'Adam & Paul', 'The Divorcee']"
Mr. Saturday Night,"['Air Bud', 'Cabbage Soup', 'The Van', 'Like Mike 2: Streetball', 'Two Family House']"
Murphy's Romance,"['Lisbela and the Prisoner', 'The Spitfire Grill', 'Because of Winn-Dixie', 'Picnic', 'Skipped Parts']"
My Life,"['He Was a Quiet Man', 'The Ring', 'Freeway', 'The Idolmaker', 'Three Colors: Blue']"
Solaris,False
Network,"['Reclaim Your Brain', 'Bamboozled', 'Dancing in September', 'Medium Cool', 'A Hole in My Heart']"
No Way Out,False
North Dallas Forty,"['Leatherheads', 'Redacted', 'Looking for Eric', 'Hometown Legend', 'The Express']"
The Odd Couple,"['The Odd Couple II', 'Tadpole', 'Funny Felix', 'The Owl and the Pussycat', 'Three to Tango']"
The Outlaw Josey Wales,"['Bronco Billy', 'Honkytonk Man', 'The Gauntlet', 'The Eiger Sanction', 'The Bridges of Madison County']"
Black and White,"['When Will I Be Loved', 'Sunset Park', 'G', 'Tekkonkinkreet', 'Belly']"
Frequency,"['The Man from Snowy River', 'A Night in the Life of Jimmy Reardon', 'Underworld', 'The Presidio', 'Road to Perdition']"
Ready to Rumble,"['Shiner', '...All the Marbles', 'Nicotina', 'No Holds Barred', 'French Cancan']"
Return to Me,"['Minnie and Moskowitz', 'Firelight', 'Dummy', 'Something New', 'Woo']"
Rules of Engagement,"['Midway', 'House of Fools', 'Good Evening, Mr. Wallenberg', 'Soldier of Orange', 'The Red Baron']"
Joe Gould's Secret,"['Airborne', 'Mitchell', 'Banana Joe', 'Cold Sweat', 'Heat']"
Me Myself I,"['Southern Comfort', 'Memoirs of an Invisible Man', 'Mr. Destiny', 'Nights in Rodanthe', 'Bandits']"
"Bell, Book and Candle","['Sabah', 'Dedication', 'Under the Bridges', 'Were The World Mine', 'Man Of The Century']"
The Bells,"['Levity', 'The Tomb of Ligeia', 'Thief of Hearts', 'Coonskin', 'The Umbrella Woman']"
The End of Violence,"['Go Fish', 'An Extremely Goofy Movie', 'Redbelt', 'The City of No Limits', 'Tap']"
Force 10 from Navarone,"['Rules of Engagement', 'Iron Eagle II', 'Mission: Impossible III', 'Missing in Action', 'xXx']"
How to Stuff a Wild Bikini,"['Bikini Beach', 'Pajama Party', 'Beach Blanket Bingo', 'Beach Party', 'College']"
Mystery Train,"['Down by Law', 'This Is Elvis', 'What Happened Was...', 'I Always Wanted to Be a Gangster', 'Coffee and Cigarettes']"
Sacco & Vanzetti,"['Double Jeopardy', 'Knock on Any Door', ""Fellini's Casanova"", 'Street Smart', 'Investigation of a Citizen Above Suspicion']"
Taffin,"['Rules of Engagement', 'Conspiracy', 'Walking Tall', 'Breaker! Breaker!', 'When Willie Comes Marching Home']"
Arthur,"['Arthur 2: On the Rocks', 'Arthur and the Invisibles', 'Cheeni Kum', 'Dawg', 'Edges of the Lord']"
Bachelor Party,"['Moving McAllister', 'Rick', 'R.S.V.P.', 'Festival in Cannes', 'The Gingerbread Man']"
Parenthood,"[""What's Cooking?"", 'Spider Baby', 'It Runs in the Family', 'Yours, Mine and Ours', 'Young Black Stallion']"
Predator,"['The Art of Travel', 'The Hunt for Red October', 'Coronado', 'The Contractor', 'The Mission']"
The Prince of Tides,"['Yentl', 'Sabah', 'Final Analysis', 'Angel', 'The Umbrella Woman']"
The Postman Always Rings Twice,False
Smoking / No Smoking,"['West', ""Mon Oncle d'Amérique"", 'The Man Who Quit Smoking', 'My Wife Is an Actress', 'Backbeat']"
All the Vermeers in New York,"['The Nanny Diaries', 'Breathing Room', 'Nola', 'Hello, Dolly!', 'Laws of Attraction']"
An Actor's Revenge,"['The Violent Years', 'Carne', 'In the Company of Men', 'Lake City', 'Floating Weeds']"
28 Days,"['The Son', 'Premonition', 'Finding Amanda', 'Crash', 'Jam']"
American Psycho,"['The Last Days of Disco', 'Mobsters', 'Street Smart', 'The City', 'New York']"
Keeping the Faith,"['The Waiting Game', 'Harry and Tonto', 'The City', 'Full Speed', 'A Cure for Love']"
Where the Money is,"['Henry II, Portrait of a Serial Killer', 'Sweet Sixteen', 'Unstrung Heroes', 'The Real McCoy', 'Carpool']"
East Is East,"['My Father the Hero', 'Sunflower', 'Touch of Pink', ""What's Cooking?"", 'Dead Like Me: Life After Death']"
The Filth and the Fury,"['D.O.A.', ""The Great Rock 'n' Roll Swindle"", 'Urgh! A Music War', ""Punk's Not Dead"", 'Amazing Journey: The Story of The Who']"
Passion of Mind,"['The Dreamlife of Angels', 'Celine and Julie Go Boating', 'Green Dolphin Street', 'The Mother and the Whore', 'Angels and Insects']"
Third World Cop,"['Tap', 'Miami Blues', 'The Long Kiss Goodnight', 'Harsh Times', 'American Me']"
Coming Apart,"['Chattahoochee', 'The Kentucky Fried Movie', 'Asylum', 'Face to Face', 'True Heart Susie']"
Diner,"['Paris, France', 'Avalon', 'When Strangers Appear', 'The Music of Chance', ""Don's Plum""]"
Shakes the Clown,"['Bookies', 'Mad Dog Time', 'Nicotina', 'Freebie and the Bean', 'Who Is Cletis Tout?']"
Cabaret,"['New York, New York', 'The Crazy Stranger', 'Purple Rain', 'The Fantasticks', 'Moog']"
What Ever Happened to Baby Jane?,"['Hush... Hush, Sweet Charlotte', 'Square Dance', ""Killer's Kiss"", 'The Reluctant Debutante', 'Jane Austen in Manhattan']"
Prick Up Your Ears,"['Selena', 'The Last of England', 'Trash', 'Love Is the Devil: Study for a Portrait of Francis Bacon', 'Dangerous Liaisons']"
Auntie Mame,"['Possible Loves', 'Up', 'The Butterfly', 'Fanny', ""This Girl's Life""]"
Guys and Dolls,"['Hello, Dolly!', 'Fame', 'On the Town', 'The Nanny Diaries', 'Nola']"
The Hunger,"['The Trip', 'They Wait', 'Dear John', 'Must Love Dogs', 'Terminator 2: Judgment Day']"
Marathon Man,"['Two Men in Manhattan', 'Black Sunday', 'The Believers', 'The Ghost Ship', 'Cat People']"
Caddyshack,"[""A Gentleman's Game"", 'Caddyshack II', 'Rhinestone', 'The Legend of Bagger Vance', ""A Summer's Tale""]"
Gossip,"[""Dead Man's Curve"", 'They All Laughed', 'The Skeleton Key', 'Defenseless', 'Torso']"
Love & Basketball,"['Sweet Hearts Dance', 'Breaking Up', 'A Little Romance', 'I Love You, I Love You Not', 'Under the Bridges']"
U-571,"['Midway', 'The Life and Death of Colonel Blimp', 'Enigma', 'Good Evening, Mr. Wallenberg', 'Soldier of Orange']"
The Virgin Suicides,"['Little Women', 'The Ruins', 'Portrait of Jennie', 'Paper Heart', 'A Summer Place']"
Jennifer Eight,"['The Hard Way', 'The Naked City', 'Cop', 'The Young Americans', 'Double Jeopardy']"
